Craton,REFERENCE,SAMPLE_ID,ROCK_NAME,LATITUDE,LONGITUDE,MIN_AGE,AGE,MAX_AGE,C_MIN_AGE,C_AGE,C_MAX_AGE,Arc_probability3,SIO2,TIO2,AL2O3,FEOT,MNO,MGO,CAO,NA2O,K2O,P2O5,SC,V,CR,CO,NI,CU,ZN,GA,RB,SR,Y,ZR,NB,CS,BA,LA,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,HF,TA,PB,TH,U
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",17-2,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.586082578,45.5,0.33,14.2,11.97,0.18,6.82,7.75,2.14,0.35,0.1,40,306,215,51,107,68,99,,26.9,181,26,67,3.31,,72.9,3.96,10.8,1.65,8.69,2.72,0.98,3.59,0.63,4.27,0.93,2.61,0.37,2.4,0.34,1.92,,,0.32,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",447-9,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.011433037,45.95,0.33,15.04,9.79,0.19,6.27,9.99,0.9,0.02,0.07,42,294,357,67,330,112,86,,0.5,97,19,50,2.62,,6.8,2.47,6.9,1.09,5.71,1.84,0.75,2.58,0.46,3.07,0.66,1.82,0.28,1.84,0.28,1.67,,,0.2,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",495-5,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.012050526,51.8,0.33,14.5,9.27,0.22,6.3,12.4,1.98,0.13,0.06,46,266,364,78,120,98,79,,0.5,86.4,18,42,2.22,,14.4,2.29,6.48,1,5.29,1.66,0.6,2.43,0.42,2.86,0.63,1.74,0.28,1.83,0.28,1.28,,,0.24,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",117-1,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.03095253,51,0.33,15,10.8,0.3,7,10,2.7,0.1,0.1,48,312,248,73,122,107,97,,1.3,108,21,48,2.5,,23,2.8,7.5,1.2,6.3,2.1,0.8,2.8,0.5,3.3,0.7,2.1,0.3,2.1,0.3,1.4,,,0.2,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",1327-1,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.058354709,49.53,0.33,14.73,11.41,0.24,7.59,10.46,2.75,0.15,0.08,41,283,217,73,171,77,109,,0.7,110.7,22,50,2.44,,32,2.7,7.38,1.18,6.37,2.12,0.83,3.05,0.54,3.68,0.8,2.26,0.35,2.24,0.35,1.38,,,0.18,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",127-1,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.301132262,49.7,0.33,14.1,12.42,0.23,7.01,11.2,2.05,0.12,0.07,46,299,235,72,109,136,100,,0.8,78.2,21,46,2.4,,28.9,2.66,7.27,1.12,5.6,1.96,0.76,2.68,0.48,3.34,0.73,2.1,0.33,2.12,0.34,1.39,,,0.19,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",422-2,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.836960793,50,0.33,15.45,10.56,0.24,7.12,10.49,2.6,0.09,0.08,44,307,297,74,151,34,124,,0.8,72.9,24,48,2.38,,45.7,2.62,7.38,1.18,6.32,2.2,0.89,3.2,0.58,3.91,0.89,2.45,0.38,2.4,0.35,1.43,,,0.18,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",447-7,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.120084807,50.01,0.33,15.07,7.99,0.23,3.2,10.26,2.34,0.04,0.08,36,277,342,66,191,90,122,,1.6,143.3,22,51,2.54,,37.6,3.12,7.41,1.27,6.8,2.18,0.7,3.1,0.56,3.91,0.82,2.44,0.34,2.2,0.35,1.44,,,0.2,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",842-2,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.023135014,50.5,0.33,16.2,10.35,0.2,6.49,9.01,2.72,0.07,0.06,47,283,437,101,183,146,92,,0.5,79.1,20,49,2.61,,25.6,2.52,7.2,1.12,6.01,1.93,0.82,2.69,0.47,3.25,0.69,1.92,0.3,1.99,0.3,1.36,,,0.21,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",M1-1,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.013196449,48.8,0.33,13.61,14.51,0.25,4.87,9.48,2.79,0.35,0.13,36,322,94,81,81,10,140,,7.4,119.6,32,97,4.31,,58.8,6.25,15.88,2.26,11.15,3.27,1.05,4.34,0.74,4.95,1.04,2.88,0.46,3.03,0.48,2.56,,,0.88,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",797-7,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.004244299,50.5,0.33,15.1,10.08,0.17,6.03,11.2,1.76,0.11,0.06,43,290,391,70,160,111,85,,1,123,19,45,2.4,,15,2.45,7.01,1.08,5.7,1.83,0.68,2.54,0.46,3.01,0.65,1.86,0.29,1.93,0.28,1.28,,,0.15,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",25-1,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.06222444,49.5,0.33,14.8,12.78,0.22,6.76,9.23,3.33,0.16,0.09,43,340,290,69,127,126,111,,0.9,98.6,25,64,3.49,,24.4,3.76,10.8,1.63,8.52,2.64,1.04,3.61,0.64,4.19,0.89,2.44,0.37,2.3,0.3,1.71,,,0.44,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",120-1,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.025025345,50.93,0.33,14.5,10.62,0.24,7.25,10.43,2.64,0.1,0.07,46,301,246,73,118,140,85,,1,92.5,20,47,2.55,,32.2,2.72,7.31,1.12,5.98,1.95,0.74,2.78,0.49,3.23,0.73,2.07,0.31,2.09,0.3,1.32,,,0.19,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",W2-4,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.006752399,49.48,0.33,15.38,13.26,0.22,6,9.52,2.77,0.22,0.11,35,283,85,80,120,86,141,,2.6,132.2,28,83,3.75,,28.6,5.35,13.2,1.9,9.49,2.95,1.01,3.7,0.64,4.32,0.92,2.57,0.41,2.63,0.41,2.2,,,0.77,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",422-7,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.135904357,51.6,0.33,16.2,10.08,0.2,6.23,9.74,3.23,0.13,0.07,45,305,298,76,136,109,95,,1.2,108,23,50,2.54,,21.2,2.55,7.15,1.13,6.12,2.11,0.79,3.06,0.57,3.87,0.86,2.38,0.37,2.39,0.35,1.26,,,0.3,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",BA3,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.315509051,48.77,0.33,15.48,9.86,0.17,8.61,10.4,1.42,0.05,0.06,41,241,362,64,96,125,69,,0.8,74.6,16,38,1.75,,17.6,2.32,5.68,0.81,4,1.35,0.53,2,0.35,2.39,0.52,1.54,0.23,1.5,0.25,1.08,,,0.28,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",051-3,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.020685146,49.4,0.33,15,9.54,0.21,5.92,13.9,1.91,0.12,0.06,40,257,432,70,197,100,80,,0.6,123,18,42,2.29,,28.3,2.43,6.66,1.03,5.67,1.86,0.77,2.61,0.45,3.11,0.69,1.91,0.29,1.79,0.26,1.34,,,0.19,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",SC6,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.663184643,49.9,0.33,13,15.3,0.24,4.16,9.69,2.68,0.3,0.16,41,302,196,58,64,8,150,,2.4,109,28,115,5.94,,127,8.28,20.4,2.85,14,4.1,1.35,5.34,0.94,6.24,1.32,3.76,0.59,3.88,0.6,3.51,,,1.11,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",116-1,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.013560906,50.7,0.33,14.5,11.16,0.27,6.53,9.79,2.99,0.14,0.07,46,301,244,65,115,90,102,,2.4,93,20,46,2.41,,32.5,2.66,7.24,1.12,6.08,2,0.85,2.77,0.5,3.3,0.75,2.08,0.32,2.08,0.33,1.39,,,0.18,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",118-7,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.048675027,51.25,0.33,14.52,10.65,0.23,7.3,10.45,2.9,0.12,0.08,46,304,245,71,119,136,99,,1,149.4,21,48,2.56,,20,2.8,7.66,1.2,6.39,2.07,0.82,2.83,0.51,3.42,0.76,2.1,0.33,2.04,0.31,1.35,,,0.18,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",64-1,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.15831773,49.93,0.33,14.12,11.46,0.2,8.04,12.07,1.2,0.16,0.05,42,263,301,68,138,116,83,,,70.5,16,42,2.05,,,3.06,7.68,1.07,5.58,1.76,0.68,2.38,0.41,2.77,0.61,1.7,0.26,1.67,0.26,1.32,,,0.55,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",330-13,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.021889789,47.93,0.33,14.76,11.62,0.18,7.63,10.8,1.62,0.07,0.07,38,267,341,70,180,104,119,,0.6,89.3,21,48,3.7,,14.5,2.75,8.05,1.26,5.97,2.01,0.81,2.84,0.49,3.41,0.73,2.15,0.31,2.03,0.32,1.3,,,0.26,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",M9-2,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.138592392,50.14,0.33,13.99,14.52,0.25,4.77,9.58,2.23,0.28,0.14,38,329,95,84,77,114,115,,0.25,139.8,32,97,5,,72.3,6.57,16.25,2.28,11.27,3.4,1.19,4.54,0.78,5.35,1.11,3.17,0.49,3.27,0.51,3.08,,,0.97,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",TW1,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.539516568,48.77,0.33,12.99,10.81,0.19,9.99,11.16,1.61,0.18,0.04,36,237,792,64,301,71,83,,7,189.9,16,41,1.82,,15.1,1.99,5.8,0.82,5.26,1.63,0.55,2.02,0.36,2.39,0.53,1.49,0.25,1.51,0.22,0.96,,,0.18,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",26-3,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.00393126,50.14,0.33,13.88,11.77,0.18,7.49,9.81,2.68,0.16,0.08,42,310,275,67,124,6,112,,1.7,107.2,22,70,3.19,,20,3.64,9.72,1.5,7.62,2.47,0.92,3.27,0.57,3.65,0.83,2.25,0.34,2.16,0.32,1.65,,,0.33,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",64-4,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.335106105,50.66,0.33,14.42,9.42,0.19,8.37,11.22,2.29,0.11,0.05,44,273,447,60,171,82,81,,0.9,79.6,17,40,2.12,,23.8,2.63,7.06,1.07,5.49,1.75,0.61,2.42,0.42,2.84,0.62,1.75,0.28,1.68,0.26,1.15,,,0.23,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",330-14,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.000482566,45.65,0.33,15.82,12.58,0.19,8.78,8.82,1.84,0.08,0.08,37,268,396,71,213,35,138,,0.8,126.5,22,56,3.23,,14.1,2.77,8.09,1.31,6.18,2.17,0.75,3.04,0.54,3.53,0.76,2.17,0.3,2,0.31,1.48,,,0.2,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",412-8,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.021018839,47.5,0.33,14.98,8.94,0.18,4.4,12.19,0.86,0.03,0.07,38,288,351,59,206,78,76,,0.9,134.2,21,48,2.57,,9.6,2.77,7.71,1.19,6.43,2.08,0.85,2.82,0.5,3.32,0.71,2.02,0.31,1.96,0.29,1.55,,,0.22,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",122-3,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.017462248,50.4,0.33,14.2,11.34,0.27,6.65,10.7,2.29,0.17,0.07,43,302,246,72,116,14,107,,3.3,91.4,20,47,2.37,,33.4,2.47,6.8,1.08,5.68,1.9,0.75,2.54,0.46,3.12,0.7,2.02,0.32,2.07,0.32,1.42,,,0.19,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",M9-8,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.0214861,50.09,0.33,13.87,14.69,0.26,5.6,9.3,2.33,0.27,0.13,40,343,97,78,82,29,160,,3.2,98.5,32,99,4.57,,16,6.45,16.42,2.28,11.41,3.4,0.95,4.55,0.79,5.33,1.12,3.16,0.5,3.22,0.52,2.43,,,0.95,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",W2-3,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.375831127,50.15,0.33,13.85,14.47,0.22,5.82,8.1,2.66,0.47,0.14,38,331,99,72,57,111,150,,22.7,109.4,35,105,5.37,,221.2,6.47,16.67,2.34,11.69,3.54,1.17,4.75,0.83,5.52,1.18,3.3,0.54,3.46,0.53,3.33,,,1.03,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",25-3,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.060414672,49.8,0.33,14.1,12.24,0.18,7.58,9.95,2.24,0.25,0.08,42,324,274,66,124,99,77,,4.9,109,23,42,3.38,,45.9,3.95,10.4,1.57,8.2,2.58,0.96,3.41,0.59,3.9,0.86,2.36,0.36,2.25,0.33,1.92,,,0.37,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",412-13,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.147439256,50.16,0.33,15.59,7.09,0.16,4.27,10.21,2.32,0.17,0.08,32,273,336,61,282,98,65,,6.4,116.6,17,50,2.53,,45.3,2.6,7.25,1.14,5.98,1.93,0.75,2.55,0.43,2.84,0.61,1.65,0.25,1.5,0.23,1.55,,,0.2,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",063-2,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.598815024,51.67,0.33,15.18,10.12,0.23,5.99,8.93,4.21,0.16,0.06,40,268,447,66,185,66,85,,1.9,131.3,19,43,2.09,,73.6,2.23,6.31,0.99,5.33,1.8,0.72,2.57,0.45,3.06,0.66,1.89,0.29,1.76,0.27,1.29,,,0.18,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",SC9,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.220111027,50.5,0.33,13.4,14.58,0.27,5.23,9,2.97,0.22,0.15,40,349,99,74,82,150,158,,5,89.3,33,110,5.13,,52,5.85,15.5,2.27,11.7,3.62,1.03,4.95,0.85,5.61,1.19,3.34,0.53,3.56,0.56,2.97,,,1.06,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",15-15-2,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.058455668,48.63,0.33,14.52,10.9,0.18,7.58,10.78,2.47,1,0.07,40,277,334,70,184,114,124,,37.7,151.7,21,49,2.9,,67.9,2.58,7.34,1.13,6.22,2.05,0.77,2.85,0.49,3.35,0.72,2.04,0.32,2.07,0.31,1.32,,,0.27,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",842-6,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.015245406,51.08,0.33,15.29,9.93,0.19,5.97,11.2,1.94,0.08,0.06,43,282,392,74,176,40,93,,0.6,117.1,19,45,2.42,,5.6,2.49,7.14,1.13,5.91,1.9,0.67,2.65,0.47,3.25,0.68,1.87,0.3,1.9,0.29,1.28,,,0.18,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",049-3,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.496515244,50.15,0.33,15.12,9.58,0.16,8.09,10.82,1.67,0.05,0.06,39,222,412,58,108,47,72,,0.9,105.5,15,38,1.64,,17.5,2.14,5.36,0.76,3.76,1.26,0.49,1.83,0.32,2.31,0.51,1.43,0.24,1.48,0.22,1.12,,,0.32,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",121-2,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.002359059,51.1,0.33,14.5,11.25,0.24,7.09,11.5,2,0.07,0.07,45,294,235,72,117,114,93,,,76.3,20,46,2.48,,17.6,2.69,7.31,1.15,6.07,1.99,0.71,2.75,0.5,3.35,0.73,2.1,0.33,2.41,0.33,1.47,,,0.19,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",1786-13,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.02662391,48.26,0.33,15.07,11.18,0.21,8.14,12.44,1.81,0.13,0.06,45,272,388,70,92,143,87,,5.4,118.2,18,44,2.06,,20.7,2.05,6.36,1.02,5.32,1.71,0.64,2.32,0.41,2.75,0.59,1.7,0.27,1.73,0.26,1.21,,,0.24,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",797-8,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.012224342,51.8,0.33,15.5,9.54,0.16,5.39,11,1.89,0.11,0.06,42,287,401,74,174,168,84,,1.2,142,18,46,2.64,,10.5,2.66,7.6,1.21,5.67,1.94,0.7,2.57,0.45,3.01,0.65,1.93,0.28,1.91,0.29,1.45,,,0.22,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",1786-12A,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.33249253,48.43,0.33,13.62,11.36,0.2,9.48,12.55,1.13,0.13,0.06,40,236,460,70,154,74,105,,9,65.7,14,38,2.05,,19.9,2.05,5.71,0.86,4.56,1.43,0.58,1.91,0.35,2.37,0.51,1.44,0.23,1.48,0.22,0.94,,,0.17,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",26-6,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.019466827,51.1,0.33,14.5,9.63,0.19,8.32,11.1,2.63,0.13,0.07,39,272,443,64,195,99,77,,,105,18,42,2.16,,,2.89,7.7,1.18,5.88,1.79,0.71,2.47,0.45,2.89,0.67,1.87,0.29,1.8,0.27,1.15,,,0.2,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",15-15-6,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.120405324,48.68,0.33,14.77,11.44,0.18,7.23,11.12,2.96,0.42,0.07,40,274,333,72,174,205,93,,13.2,84.5,21,48,2.66,,77.1,2.69,7.55,1.19,6.38,2.06,0.78,2.92,0.53,3.55,0.76,2.11,0.33,2.08,0.33,1.53,,,0.2,
Yilgarn,"GEOCHEMICAL SYSTEMATICS OF BASALTS OF THE LOWER BASALT UNIT, 2.7 GA KAMBALDA SEQUENCE, YILGARN CRATON, AUSTRALIA: PLUME IMPINGEMENT AT A RIFTED CRATON MARGIN",201-16,BASALT,-28,121,2700,2700,2700,2692,2703.5,2715,0.12644355,49.68,0.33,14.87,10.17,0.18,7.12,10.14,2.52,0.08,0.07,40,272,350,66,191,70,92,,0.7,120.4,20,49,2.67,,45.1,2.55,7.43,1.17,5.91,1.98,0.72,2.63,0.47,3.17,0.67,2.01,0.29,1.94,0.3,1.32,,,0.16,
